time	rating	timestamp	x
2.937	25	1590158170572.0	
12.044	32	1590158179679.0	
13.757	58	1590158181392.0	
15.182	87	1590158182817.0	
15.288	7	1590158182923.0	
18.616	47	1590158186251.0	
20.874	54	1590158188509.0	
21.697	92	1590158189332.0	
24.994	68	1590158192629.0	
25.029	83	1590158192664.0	
26.843	17	1590158194478.0	
27.597	42	1590158195232.0	
27.864	95	1590158195499.0	
32.561	37	1590158200196.0	
33.092	18	1590158200727.0	
35.489	90	1590158203124.0	
40.068	39	1590158207703.0	
40.476	35	1590158208111.0	
42.948	75	1590158210583.0	
55.111	55	1590158222746.0	
64.057	86	1590158231692.0	
65.643	43	1590158233278.0	
70.76	74	1590158238395.0	
