time	rating	timestamp	x
2.317	25	1590158169952.0	
3.0	89	1590158170635.0	
9.649	49	1590158177284.0	
11.121	76	1590158178756.0	
17.646	66	1590158185281.0	
20.635	22	1590158188270.0	
24.816	47	1590158192451.0	
25.85	90	1590158193485.0	
29.056	60	1590158196691.0	
29.933	99	1590158197568.0	
41.64	67	1590158209275.0	
41.948	80	1590158209583.0	
43.809	18	1590158211444.0	
48.221	32	1590158215856.0	
50.333	26	1590158217968.0	
54.392	78	1590158222027.0	
61.698	75	1590158229333.0	
66.719	71	1590158234354.0	
