time	rating	timestamp	x
5.956	15	1590158173591.0	
7.403	6	1590158175038.0	
9.046	66	1590158176681.0	
10.671	98	1590158178306.0	
18.281	13	1590158185916.0	
18.756	11	1590158186391.0	
18.931	17	1590158186566.0	
19.51	2	1590158187145.0	
25.087	32	1590158192722.0	
28.841	75	1590158196476.0	
28.951	23	1590158196586.0	
29.415	62	1590158197050.0	
42.524	27	1590158210159.0	
43.321	92	1590158210956.0	
43.667	58	1590158211302.0	
44.564	41	1590158212199.0	
45.018	16	1590158212653.0	
50.09	39	1590158217725.0	
50.809	46	1590158218444.0	
52.175	93	1590158219810.0	
59.567	77	1590158227202.0	
59.791	59	1590158227426.0	
63.68	24	1590158231315.0	
65.927	88	1590158233562.0	
