time	rating	timestamp	x
4.145	70	1590158171780.0	
4.871	0	1590158172506.0	
13.956	68	1590158181591.0	
15.476	5	1590158183111.0	
15.724	52	1590158183359.0	
15.856	1	1590158183491.0	
17.65	38	1590158185285.0	
20.859	78	1590158188494.0	
21.177	36	1590158188812.0	
24.874	71	1590158192509.0	
32.066	12	1590158199701.0	
33.119	39	1590158200754.0	
35.484	31	1590158203119.0	
44.074	94	1590158211709.0	
45.724	58	1590158213359.0	
51.45	10	1590158219085.0	
55.477	29	1590158223112.0	
60.773	19	1590158228408.0	
62.123	74	1590158229758.0	
64.443	18	1590158232078.0	
64.971	89	1590158232606.0	
67.006	77	1590158234641.0	
68.192	84	1590158235827.0	
