time	rating	timestamp	x
7.409	39	1590158175044.0	
8.268	31	1590158175903.0	
9.631	18	1590158177266.0	
10.593	56	1590158178228.0	
13.361	47	1590158180996.0	
23.23	62	1590158190865.0	
35.409	74	1590158203044.0	
40.098	70	1590158207733.0	
40.296	36	1590158207931.0	
40.894	46	1590158208529.0	
45.92	34	1590158213555.0	
47.752	5	1590158215387.0	
47.894	68	1590158215529.0	
48.338	60	1590158215973.0	
50.197	55	1590158217832.0	
51.037	96	1590158218672.0	
51.334	92	1590158218969.0	
52.625	43	1590158220260.0	
56.348	61	1590158223983.0	
69.339	1	1590158236974.0	
