time	rating	timestamp	x
2.683	56	1590158170318.0	
2.895	35	1590158170530.0	
3.585	51	1590158171220.0	
13.999	0	1590158181634.0	
15.244	38	1590158182879.0	
19.102	19	1590158186737.0	
19.36	68	1590158186995.0	
25.518	18	1590158193153.0	
25.753	36	1590158193388.0	
33.875	82	1590158201510.0	
34.138	70	1590158201773.0	
37.054	59	1590158204689.0	
37.11	53	1590158204745.0	
39.526	2	1590158207161.0	
41.222	67	1590158208857.0	
41.524	86	1590158209159.0	
41.613	77	1590158209248.0	
41.63	45	1590158209265.0	
42.866	60	1590158210501.0	
52.782	71	1590158220417.0	
56.683	10	1590158224318.0	
63.605	44	1590158231240.0	
64.597	65	1590158232232.0	
