time	rating	timestamp	x
3.63	3	1590158171265.0	
13.859	49	1590158181494.0	
16.12	81	1590158183755.0	
16.529	66	1590158184164.0	
18.883	61	1590158186518.0	
21.82	8	1590158189455.0	
22.399	80	1590158190034.0	
23.141	37	1590158190776.0	
23.706	38	1590158191341.0	
33.842	56	1590158201477.0	
35.724	84	1590158203359.0	
38.357	52	1590158205992.0	
41.002	7	1590158208637.0	
47.432	24	1590158215067.0	
50.738	12	1590158218373.0	
54.494	1	1590158222129.0	
55.278	40	1590158222913.0	
57.245	25	1590158224880.0	
64.923	78	1590158232558.0	
66.621	29	1590158234256.0	
69.071	6	1590158236706.0	
