time	rating	timestamp	x
0.002	26	1590158167637.0	
6.222	96	1590158173857.0	
10.406	72	1590158178041.0	
12.612	75	1590158180247.0	
17.05	37	1590158184685.0	
19.069	80	1590158186704.0	
19.179	38	1590158186814.0	
23.638	59	1590158191273.0	
23.972	65	1590158191607.0	
27.483	1	1590158195118.0	
29.431	2	1590158197066.0	
32.693	64	1590158200328.0	
41.542	17	1590158209177.0	
44.456	12	1590158212091.0	
45.483	88	1590158213118.0	
47.571	79	1590158215206.0	
51.404	93	1590158219039.0	
56.346	54	1590158223981.0	
57.399	55	1590158225034.0	
59.571	48	1590158227206.0	
62.398	35	1590158230033.0	
64.03	67	1590158231665.0	
64.389	69	1590158232024.0	
64.797	22	1590158232432.0	
