time	rating	timestamp	x
1.826	62	1590158169461.0	
2.333	69	1590158169968.0	
3.827	34	1590158171462.0	
8.389	78	1590158176024.0	
13.615	85	1590158181250.0	
18.535	89	1590158186170.0	
23.903	67	1590158191538.0	
31.203	84	1590158198838.0	
34.3	3	1590158201935.0	
35.318	40	1590158202953.0	
36.023	19	1590158203658.0	
43.616	70	1590158211251.0	
45.31	95	1590158212945.0	
47.435	0	1590158215070.0	
49.856	22	1590158217491.0	
50.475	59	1590158218110.0	
61.628	24	1590158229263.0	
62.306	48	1590158229941.0	
62.748	45	1590158230383.0	
67.329	68	1590158234964.0	
67.822	38	1590158235457.0	
68.974	50	1590158236609.0	
