time	rating	timestamp	x
1.548	44	1590158169183.0	
5.605	96	1590158173240.0	
6.27	14	1590158173905.0	
8.945	23	1590158176580.0	
21.005	55	1590158188640.0	
22.32	64	1590158189955.0	
23.837	89	1590158191472.0	
29.872	9	1590158197507.0	
30.954	83	1590158198589.0	
36.344	17	1590158203979.0	
42.427	22	1590158210062.0	
51.856	6	1590158219491.0	
53.807	53	1590158221442.0	
56.365	11	1590158224000.0	
56.394	0	1590158224029.0	
58.805	15	1590158226440.0	
61.341	51	1590158228976.0	
68.083	45	1590158235718.0	
68.457	60	1590158236092.0	
69.309	82	1590158236944.0	
70.578	54	1590158238213.0	
