time	rating	timestamp	x
0.969	53	1590158168604.0	
3.706	80	1590158171341.0	
7.905	88	1590158175540.0	
13.613	85	1590158181248.0	
21.514	54	1590158189149.0	
26.903	22	1590158194538.0	
29.743	63	1590158197378.0	
36.45	37	1590158204085.0	
38.484	81	1590158206119.0	
39.679	60	1590158207314.0	
39.92	56	1590158207555.0	
41.237	49	1590158208872.0	
46.095	75	1590158213730.0	
48.695	82	1590158216330.0	
49.623	10	1590158217258.0	
51.224	76	1590158218859.0	
59.157	4	1590158226792.0	
62.997	62	1590158230632.0	
67.157	52	1590158234792.0	
68.345	29	1590158235980.0	
68.428	2	1590158236063.0	
