time	rating	timestamp	x
4.244	61	1590158171879.0	
4.937	88	1590158172572.0	
8.595	91	1590158176230.0	
14.741	89	1590158182376.0	
16.251	6	1590158183886.0	
19.793	27	1590158187428.0	
25.972	32	1590158193607.0	
29.943	22	1590158197578.0	
35.259	98	1590158202894.0	
38.879	78	1590158206514.0	
43.251	10	1590158210886.0	
43.872	40	1590158211507.0	
52.837	65	1590158220472.0	
54.962	53	1590158222597.0	
54.996	20	1590158222631.0	
58.745	49	1590158226380.0	
62.974	75	1590158230609.0	
64.576	34	1590158232211.0	
