time	rating	timestamp	x
0.169	59	1590158167804.0	
8.591	34	1590158176226.0	
9.697	7	1590158177332.0	
12.9	57	1590158180535.0	
14.392	38	1590158182027.0	
24.809	9	1590158192444.0	
26.485	94	1590158194120.0	
26.988	53	1590158194623.0	
27.47	16	1590158195105.0	
28.442	47	1590158196077.0	
40.893	18	1590158208528.0	
41.471	30	1590158209106.0	
47.925	17	1590158215560.0	
48.861	91	1590158216496.0	
50.002	66	1590158217637.0	
54.114	50	1590158221749.0	
61.753	22	1590158229388.0	
62.872	0	1590158230507.0	
63.552	67	1590158231187.0	
65.45	64	1590158233085.0	
65.562	54	1590158233197.0	
