time	rating	timestamp	x
22.304	16	1590158189939.0	
23.463	80	1590158191098.0	
23.987	37	1590158191622.0	
25.281	22	1590158192916.0	
26.664	54	1590158194299.0	
26.966	44	1590158194601.0	
28.718	96	1590158196353.0	
30.418	30	1590158198053.0	
30.929	95	1590158198564.0	
31.7	21	1590158199335.0	
33.085	39	1590158200720.0	
34.193	42	1590158201828.0	
36.897	4	1590158204532.0	
53.089	28	1590158220724.0	
54.227	64	1590158221862.0	
54.472	43	1590158222107.0	
58.585	29	1590158226220.0	
60.121	9	1590158227756.0	
63.928	62	1590158231563.0	
66.842	10	1590158234477.0	
67.353	91	1590158234988.0	
68.536	38	1590158236171.0	
69.204	2	1590158236839.0	
