time	rating	timestamp	x
0.43	82	1590158168065.0	
2.025	91	1590158169660.0	
2.625	44	1590158170260.0	
6.387	92	1590158174022.0	
8.149	72	1590158175784.0	
17.471	73	1590158185106.0	
17.542	8	1590158185177.0	
21.034	87	1590158188669.0	
26.061	20	1590158193696.0	
27.078	74	1590158194713.0	
27.613	79	1590158195248.0	
36.006	22	1590158203641.0	
40.166	34	1590158207801.0	
44.135	95	1590158211770.0	
45.925	93	1590158213560.0	
48.925	53	1590158216560.0	
50.728	85	1590158218363.0	
52.631	88	1590158220266.0	
52.675	98	1590158220310.0	
54.61	71	1590158222245.0	
63.74	32	1590158231375.0	
65.451	14	1590158233086.0	
65.716	57	1590158233351.0	
69.076	89	1590158236711.0	
