time	rating	timestamp	x
3.981	79	1590158171616.0	
6.32	58	1590158173955.0	
8.558	5	1590158176193.0	
10.064	98	1590158177699.0	
10.466	27	1590158178101.0	
21.798	54	1590158189433.0	
25.093	84	1590158192728.0	
27.751	83	1590158195386.0	
28.193	61	1590158195828.0	
32.755	81	1590158200390.0	
35.266	31	1590158202901.0	
41.428	73	1590158209063.0	
47.569	1	1590158215204.0	
52.074	55	1590158219709.0	
52.813	40	1590158220448.0	
52.918	91	1590158220553.0	
52.977	43	1590158220612.0	
59.158	25	1590158226793.0	
62.947	11	1590158230582.0	
64.256	99	1590158231891.0	
66.225	36	1590158233860.0	
69.856	34	1590158237491.0	
