time	rating	timestamp	x
5.586	41	1590158173221.0	
9.227	26	1590158176862.0	
13.301	6	1590158180936.0	
16.186	90	1590158183821.0	
18.458	5	1590158186093.0	
21.724	7	1590158189359.0	
21.949	69	1590158189584.0	
27.86	15	1590158195495.0	
31.852	31	1590158199487.0	
31.965	34	1590158199600.0	
32.229	23	1590158199864.0	
32.601	68	1590158200236.0	
34.848	84	1590158202483.0	
38.232	97	1590158205867.0	
57.064	60	1590158224699.0	
59.233	43	1590158226868.0	
63.866	98	1590158231501.0	
64.964	80	1590158232599.0	
66.415	61	1590158234050.0	
70.715	49	1590158238350.0	
