time	rating	timestamp	x
1.969	19	1590158169604.0	
2.843	28	1590158170478.0	
3.234	12	1590158170869.0	
5.272	17	1590158172907.0	
7.277	44	1590158174912.0	
9.765	93	1590158177400.0	
16.276	80	1590158183911.0	
16.701	87	1590158184336.0	
17.67	34	1590158185305.0	
17.926	82	1590158185561.0	
24.652	5	1590158192287.0	
27.503	40	1590158195138.0	
32.034	15	1590158199669.0	
39.372	13	1590158207007.0	
47.884	16	1590158215519.0	
49.464	20	1590158217099.0	
49.622	32	1590158217257.0	
50.475	64	1590158218110.0	
53.769	33	1590158221404.0	
57.599	21	1590158225234.0	
58.607	29	1590158226242.0	
62.334	23	1590158229969.0	
66.893	91	1590158234528.0	
67.382	75	1590158235017.0	
69.326	84	1590158236961.0	
