time	rating	timestamp	x
0.213	17	1590158167848.0	
5.265	34	1590158172900.0	
9.499	25	1590158177134.0	
10.088	22	1590158177723.0	
17.195	18	1590158184830.0	
19.016	90	1590158186651.0	
21.436	54	1590158189071.0	
24.302	9	1590158191937.0	
24.347	99	1590158191982.0	
26.387	21	1590158194022.0	
32.619	48	1590158200254.0	
37.486	87	1590158205121.0	
39.848	52	1590158207483.0	
41.408	60	1590158209043.0	
45.994	92	1590158213629.0	
47.828	53	1590158215463.0	
48.343	75	1590158215978.0	
52.919	28	1590158220554.0	
62.601	26	1590158230236.0	
63.129	64	1590158230764.0	
69.465	47	1590158237100.0	
