time	rating	timestamp	x
1.892	26	1590158169527.0	
3.894	19	1590158171529.0	
5.438	92	1590158173073.0	
8.592	21	1590158176227.0	
17.214	43	1590158184849.0	
17.539	81	1590158185174.0	
24.357	73	1590158191992.0	
30.28	60	1590158197915.0	
32.163	18	1590158199798.0	
32.963	27	1590158200598.0	
33.904	64	1590158201539.0	
38.657	37	1590158206292.0	
44.367	94	1590158212002.0	
46.052	32	1590158213687.0	
57.0	77	1590158224635.0	
61.101	74	1590158228736.0	
63.285	46	1590158230920.0	
65.635	65	1590158233270.0	
69.552	4	1590158237187.0	
69.925	41	1590158237560.0	
