time	rating	timestamp	x
5.074	68	1590158172709.0	
10.152	26	1590158177787.0	
16.344	33	1590158183979.0	
21.295	10	1590158188930.0	
21.991	18	1590158189626.0	
22.361	62	1590158189996.0	
24.795	55	1590158192430.0	
27.846	99	1590158195481.0	
29.799	74	1590158197434.0	
33.683	28	1590158201318.0	
38.173	51	1590158205808.0	
39.141	63	1590158206776.0	
40.2	70	1590158207835.0	
41.456	73	1590158209091.0	
42.696	76	1590158210331.0	
46.201	25	1590158213836.0	
46.81	88	1590158214445.0	
48.82	87	1590158216455.0	
60.385	0	1590158228020.0	
61.004	34	1590158228639.0	
68.837	94	1590158236472.0	
