time	rating	timestamp	x
0.341	48	1590158167976.0	
1.335	17	1590158168970.0	
7.239	35	1590158174874.0	
8.555	28	1590158176190.0	
10.391	54	1590158178026.0	
11.056	2	1590158178691.0	
18.34	81	1590158185975.0	
19.213	42	1590158186848.0	
19.571	68	1590158187206.0	
19.689	99	1590158187324.0	
32.564	41	1590158200199.0	
34.837	64	1590158202472.0	
37.23	39	1590158204865.0	
44.086	97	1590158211721.0	
51.536	9	1590158219171.0	
52.703	60	1590158220338.0	
57.675	78	1590158225310.0	
59.105	86	1590158226740.0	
62.751	10	1590158230386.0	
63.783	15	1590158231418.0	
