time	rating	timestamp	x
4.704	17	1590158172339.0	
6.485	33	1590158174120.0	
8.641	92	1590158176276.0	
9.642	29	1590158177277.0	
11.492	89	1590158179127.0	
12.427	8	1590158180062.0	
23.296	62	1590158190931.0	
23.328	69	1590158190963.0	
25.07	18	1590158192705.0	
27.257	46	1590158194892.0	
32.27	2	1590158199905.0	
35.206	81	1590158202841.0	
42.713	76	1590158210348.0	
50.026	85	1590158217661.0	
51.441	51	1590158219076.0	
58.539	93	1590158226174.0	
62.722	1	1590158230357.0	
65.107	78	1590158232742.0	
70.219	80	1590158237854.0	
70.837	65	1590158238472.0	
