time	rating	timestamp	x
4.155	5	1590158171790.0	
8.822	11	1590158176457.0	
10.755	59	1590158178390.0	
12.608	89	1590158180243.0	
12.728	67	1590158180363.0	
13.355	96	1590158180990.0	
17.322	72	1590158184957.0	
19.228	15	1590158186863.0	
23.26	4	1590158190895.0	
24.628	52	1590158192263.0	
32.344	6	1590158199979.0	
35.878	3	1590158203513.0	
39.432	32	1590158207067.0	
41.166	95	1590158208801.0	
51.316	33	1590158218951.0	
55.777	17	1590158223412.0	
57.398	38	1590158225033.0	
59.386	14	1590158227021.0	
61.506	30	1590158229141.0	
62.377	53	1590158230012.0	
62.616	49	1590158230251.0	
63.318	31	1590158230953.0	
69.003	8	1590158236638.0	
