time	rating	timestamp	x
0.14	99	1590158167775.0	
0.674	76	1590158168309.0	
3.587	79	1590158171222.0	
5.464	48	1590158173099.0	
6.645	39	1590158174280.0	
7.775	93	1590158175410.0	
17.777	91	1590158185412.0	
19.539	33	1590158187174.0	
20.621	54	1590158188256.0	
24.591	74	1590158192226.0	
24.8	87	1590158192435.0	
26.964	83	1590158194599.0	
28.944	10	1590158196579.0	
35.21	60	1590158202845.0	
37.182	32	1590158204817.0	
45.946	19	1590158213581.0	
50.076	90	1590158217711.0	
55.167	66	1590158222802.0	
58.889	81	1590158226524.0	
60.206	80	1590158227841.0	
64.765	53	1590158232400.0	
69.374	35	1590158237009.0	
70.134	67	1590158237769.0	
