time	rating	timestamp	x
0.369	93	1590158168004.0	
2.189	20	1590158169824.0	
5.099	44	1590158172734.0	
9.68	65	1590158177315.0	
11.71	57	1590158179345.0	
15.667	0	1590158183302.0	
21.59	12	1590158189225.0	
24.075	90	1590158191710.0	
24.244	79	1590158191879.0	
26.435	7	1590158194070.0	
27.82	98	1590158195455.0	
31.853	58	1590158199488.0	
32.444	22	1590158200079.0	
34.275	52	1590158201910.0	
46.568	54	1590158214203.0	
52.735	6	1590158220370.0	
58.06	19	1590158225695.0	
61.68	34	1590158229315.0	
