time	rating	timestamp	x
1.345	99	1590158168980.0	
2.64	65	1590158170275.0	
4.766	11	1590158172401.0	
10.815	23	1590158178450.0	
11.947	78	1590158179582.0	
15.939	9	1590158183574.0	
21.8	75	1590158189435.0	
22.219	95	1590158189854.0	
25.178	2	1590158192813.0	
25.486	5	1590158193121.0	
27.225	10	1590158194860.0	
33.23	33	1590158200865.0	
34.539	94	1590158202174.0	
34.708	71	1590158202343.0	
37.098	54	1590158204733.0	
37.935	79	1590158205570.0	
39.518	55	1590158207153.0	
47.595	17	1590158215230.0	
54.94	51	1590158222575.0	
55.524	97	1590158223159.0	
58.233	96	1590158225868.0	
60.989	80	1590158228624.0	
61.519	8	1590158229154.0	
65.707	64	1590158233342.0	
66.432	47	1590158234067.0	
