time	rating	timestamp	x
10.663	27	1590158178298.0	
14.458	91	1590158182093.0	
15.503	23	1590158183138.0	
26.529	0	1590158194164.0	
26.908	21	1590158194543.0	
27.466	85	1590158195101.0	
27.897	65	1590158195532.0	
28.014	76	1590158195649.0	
29.704	11	1590158197339.0	
32.46	90	1590158200095.0	
38.918	24	1590158206553.0	
41.54	77	1590158209175.0	
42.593	97	1590158210228.0	
42.631	74	1590158210266.0	
49.745	72	1590158217380.0	
55.348	89	1590158222983.0	
55.719	67	1590158223354.0	
58.741	46	1590158226376.0	
61.309	20	1590158228944.0	
63.163	53	1590158230798.0	
64.195	47	1590158231830.0	
65.047	1	1590158232682.0	
65.566	2	1590158233201.0	
68.916	30	1590158236551.0	
