time	rating	timestamp	x
0.221	95	1590158167856.0	
6.094	88	1590158173729.0	
7.351	77	1590158174986.0	
7.613	81	1590158175248.0	
13.188	15	1590158180823.0	
19.304	48	1590158186939.0	
26.352	79	1590158193987.0	
29.141	37	1590158196776.0	
31.108	73	1590158198743.0	
46.292	1	1590158213927.0	
46.509	84	1590158214144.0	
49.125	18	1590158216760.0	
49.633	11	1590158217268.0	
50.247	82	1590158217882.0	
53.211	41	1590158220846.0	
53.268	17	1590158220903.0	
53.502	22	1590158221137.0	
54.926	2	1590158222561.0	
55.161	97	1590158222796.0	
55.608	92	1590158223243.0	
62.054	56	1590158229689.0	
69.106	28	1590158236741.0	
69.514	14	1590158237149.0	
