time	rating	timestamp	x
0.063	74	1590158167698.0	
5.754	30	1590158173389.0	
7.691	62	1590158175326.0	
10.041	39	1590158177676.0	
11.848	34	1590158179483.0	
22.786	63	1590158190421.0	
23.558	31	1590158191193.0	
25.53	50	1590158193165.0	
26.544	76	1590158194179.0	
34.205	61	1590158201840.0	
38.357	97	1590158205992.0	
39.215	42	1590158206850.0	
39.408	9	1590158207043.0	
40.436	99	1590158208071.0	
45.949	36	1590158213584.0	
47.09	22	1590158214725.0	
48.105	86	1590158215740.0	
55.608	29	1590158223243.0	
63.849	65	1590158231484.0	
68.395	67	1590158236030.0	
68.507	33	1590158236142.0	
70.155	91	1590158237790.0	
