time	rating	timestamp	x
3.619	62	1590158171254.0	
7.195	85	1590158174830.0	
7.603	28	1590158175238.0	
7.71	71	1590158175345.0	
12.367	98	1590158180002.0	
12.923	67	1590158180558.0	
16.329	88	1590158183964.0	
20.612	70	1590158188247.0	
23.683	81	1590158191318.0	
24.77	0	1590158192405.0	
31.689	7	1590158199324.0	
32.576	27	1590158200211.0	
37.25	43	1590158204885.0	
40.543	53	1590158208178.0	
43.106	41	1590158210741.0	
44.759	39	1590158212394.0	
53.122	92	1590158220757.0	
54.486	25	1590158222121.0	
57.98	4	1590158225615.0	
61.072	93	1590158228707.0	
63.073	35	1590158230708.0	
64.715	91	1590158232350.0	
68.551	1	1590158236186.0	
