time	rating	timestamp	x
7.315	13	1590158174950.0	
10.987	44	1590158178622.0	
13.475	53	1590158181110.0	
14.565	47	1590158182200.0	
15.958	38	1590158183593.0	
18.469	54	1590158186104.0	
18.786	8	1590158186421.0	
20.028	73	1590158187663.0	
23.997	62	1590158191632.0	
24.603	36	1590158192238.0	
31.146	81	1590158198781.0	
31.961	17	1590158199596.0	
33.184	27	1590158200819.0	
36.57	72	1590158204205.0	
37.261	12	1590158204896.0	
39.132	84	1590158206767.0	
41.053	94	1590158208688.0	
42.689	39	1590158210324.0	
48.817	68	1590158216452.0	
49.268	51	1590158216903.0	
54.492	40	1590158222127.0	
62.361	43	1590158229996.0	
67.72	67	1590158235355.0	
69.045	95	1590158236680.0	
